REGION,EMISSION,YEAR,VALUE
REGION1,ATHY,2015,147.67
REGION1,ATHY,2016,149.26
REGION1,ATHY,2017,150.85
REGION1,ATHY,2018,152.44
REGION1,ATHY,2019,154.03
REGION1,ATHY,2020,155.62
REGION1,ATHY,2021,156.57
REGION1,ATHY,2022,157.52
REGION1,ATHY,2023,158.46
REGION1,ATHY,2024,159.41
REGION1,ATHY,2025,160.35
REGION1,ATHY,2026,160.37
REGION1,ATHY,2027,160.39
REGION1,ATHY,2028,160.4
REGION1,ATHY,2029,160.42
REGION1,ATHY,2030,160.44
REGION1,ATHY,2031,160.72
REGION1,ATHY,2032,161.01
REGION1,ATHY,2033,161.29
REGION1,ATHY,2034,161.58
REGION1,ATHY,2035,161.86
REGION1,ATHY,2036,161.96
REGION1,ATHY,2037,162.06
REGION1,ATHY,2038,162.16
REGION1,ATHY,2039,162.26
REGION1,ATHY,2040,162.36
REGION1,ATHY,2041,162.37
REGION1,ATHY,2042,162.38
REGION1,ATHY,2043,162.39
REGION1,ATHY,2044,162.4
REGION1,ATHY,2045,162.41
REGION1,ATHY,2046,162.89
REGION1,ATHY,2047,163.38
REGION1,ATHY,2048,163.86
REGION1,ATHY,2049,164.35
REGION1,ATHY,2050,164.83
REGION1,ATHY,2051,165
REGION1,ATHY,2052,165.16
REGION1,ATHY,2053,165.33
REGION1,ATHY,2054,165.49
REGION1,ATHY,2055,165.66
REGION1,ATHY,2056,165.83
REGION1,ATHY,2057,165.99
REGION1,ATHY,2058,166.16
REGION1,ATHY,2059,166.32
REGION1,ATHY,2060,166.49
REGION1,ATSO,2015,3.37
REGION1,ATSO,2016,3.95
REGION1,ATSO,2017,4.57
REGION1,ATSO,2018,5.24
REGION1,ATSO,2019,6.13
REGION1,ATSO,2020,7.35
REGION1,ATSO,2021,10.02
REGION1,ATSO,2022,12.77
REGION1,ATSO,2023,20.69
REGION1,ATSO,2024,27.89
REGION1,ATSO,2025,35.09
REGION1,ATSO,2026,42.29
REGION1,ATSO,2027,49.49
REGION1,ATSO,2028,56.69
REGION1,ATSO,2029,63.89
REGION1,ATSO,2030,71.09
REGION1,ATSO,2031,78.29
REGION1,ATSO,2032,85.49
REGION1,ATSO,2033,92.69
REGION1,ATSO,2034,99.89
REGION1,ATSO,2035,107.09
REGION1,ATSO,2036,114.29
REGION1,ATSO,2037,121.49
REGION1,ATSO,2038,128.69
REGION1,ATSO,2039,135.89
REGION1,ATSO,2040,143.09
REGION1,ATSO,2041,150.29
REGION1,ATSO,2042,157.49
REGION1,ATSO,2043,164.69
REGION1,ATSO,2044,171.89
REGION1,ATSO,2045,179.09
REGION1,ATSO,2046,186.29
REGION1,ATSO,2047,193.49
REGION1,ATSO,2048,200.69
REGION1,ATSO,2049,207.89
REGION1,ATSO,2050,215.09
REGION1,ATSO,2051,215.09
REGION1,ATSO,2052,215.09
REGION1,ATSO,2053,215.09
REGION1,ATSO,2054,215.09
REGION1,ATSO,2055,215.09
REGION1,ATSO,2056,215.09
REGION1,ATSO,2057,215.09
REGION1,ATSO,2058,215.09
REGION1,ATSO,2059,215.09
REGION1,ATSO,2060,215.09
REGION1,ATWI,2015,90
REGION1,ATWI,2016,90
REGION1,ATWI,2017,90
REGION1,ATWI,2018,90
REGION1,ATWI,2019,90
REGION1,ATWI,2020,90
REGION1,ATWI,2021,90
REGION1,ATWI,2022,90
REGION1,ATWI,2023,90
REGION1,ATWI,2024,90
REGION1,ATWI,2025,90
REGION1,ATWI,2026,90
REGION1,ATWI,2027,90
REGION1,ATWI,2028,90
REGION1,ATWI,2029,90
REGION1,ATWI,2030,90
REGION1,ATWI,2031,90
REGION1,ATWI,2032,90
REGION1,ATWI,2033,90
REGION1,ATWI,2034,90
REGION1,ATWI,2035,90
REGION1,ATWI,2036,90
REGION1,ATWI,2037,90
REGION1,ATWI,2038,90
REGION1,ATWI,2039,90
REGION1,ATWI,2040,90
REGION1,ATWI,2041,90
REGION1,ATWI,2042,90
REGION1,ATWI,2043,90
REGION1,ATWI,2044,90
REGION1,ATWI,2045,90
REGION1,ATWI,2046,90
REGION1,ATWI,2047,90
REGION1,ATWI,2048,90
REGION1,ATWI,2049,90
REGION1,ATWI,2050,90
REGION1,ATWI,2051,90
REGION1,ATWI,2052,90
REGION1,ATWI,2053,90
REGION1,ATWI,2054,90
REGION1,ATWI,2055,90
REGION1,ATWI,2056,90
REGION1,ATWI,2057,90
REGION1,ATWI,2058,90
REGION1,ATWI,2059,90
REGION1,ATWI,2060,90
REGION1,BEHO,2015,1.3
REGION1,BEHO,2016,1.31
REGION1,BEHO,2017,1.31
REGION1,BEHO,2018,1.32
REGION1,BEHO,2019,1.33
REGION1,BEHO,2020,1.34
REGION1,BEHO,2021,1.34
REGION1,BEHO,2022,1.34
REGION1,BEHO,2023,1.34
REGION1,BEHO,2024,1.34
REGION1,BEHO,2025,1.34
REGION1,BEHO,2026,1.48
REGION1,BEHO,2027,1.62
REGION1,BEHO,2028,1.77
REGION1,BEHO,2029,1.91
REGION1,BEHO,2030,2.05
REGION1,BEHO,2031,2.06
REGION1,BEHO,2032,2.07
REGION1,BEHO,2033,2.08
REGION1,BEHO,2034,2.09
REGION1,BEHO,2035,2.09
REGION1,BEHO,2036,2.1
REGION1,BEHO,2037,2.11
REGION1,BEHO,2038,2.12
REGION1,BEHO,2039,2.13
REGION1,BEHO,2040,2.14
REGION1,BEHO,2041,2.14
REGION1,BEHO,2042,2.15
REGION1,BEHO,2043,2.16
REGION1,BEHO,2044,2.17
REGION1,BEHO,2045,2.18
REGION1,BEHO,2046,2.19
REGION1,BEHO,2047,2.21
REGION1,BEHO,2048,2.23
REGION1,BEHO,2049,2.24
REGION1,BEHO,2050,2.26
REGION1,BEHO,2051,2.27
REGION1,BEHO,2052,2.28
REGION1,BEHO,2053,2.29
REGION1,BEHO,2054,2.31
REGION1,BEHO,2055,2.32
REGION1,BEHO,2056,2.33
REGION1,BEHO,2057,2.34
REGION1,BEHO,2058,2.35
REGION1,BEHO,2059,2.36
REGION1,BEHO,2060,2.38
REGION1,BEWI,2015,64.8
REGION1,BEWI,2016,64.8
REGION1,BEWI,2017,64.8
REGION1,BEWI,2018,64.8
REGION1,BEWI,2019,64.8
REGION1,BEWI,2020,64.8
REGION1,BEWI,2021,64.8
REGION1,BEWI,2022,64.8
REGION1,BEWI,2023,64.8
REGION1,BEWI,2024,64.8
REGION1,BEWI,2025,64.8
REGION1,BEWI,2026,64.8
REGION1,BEWI,2027,64.8
REGION1,BEWI,2028,64.8
REGION1,BEWI,2029,64.8
REGION1,BEWI,2030,64.8
REGION1,BEWI,2031,64.8
REGION1,BEWI,2032,64.8
REGION1,BEWI,2033,64.8
REGION1,BEWI,2034,64.8
REGION1,BEWI,2035,64.8
REGION1,BEWI,2036,64.8
REGION1,BEWI,2037,64.8
REGION1,BEWI,2038,64.8
REGION1,BEWI,2039,64.8
REGION1,BEWI,2040,64.8
REGION1,BEWI,2041,64.8
REGION1,BEWI,2042,64.8
REGION1,BEWI,2043,64.8
REGION1,BEWI,2044,64.8
REGION1,BEWI,2045,64.8
REGION1,BEWI,2046,64.8
REGION1,BEWI,2047,64.8
REGION1,BEWI,2048,64.8
REGION1,BEWI,2049,64.8
REGION1,BEWI,2050,64.8
REGION1,BEWI,2051,64.8
REGION1,BEWI,2052,64.8
REGION1,BEWI,2053,64.8
REGION1,BEWI,2054,64.8
REGION1,BEWI,2055,64.8
REGION1,BEWI,2056,64.8
REGION1,BEWI,2057,64.8
REGION1,BEWI,2058,64.8
REGION1,BEWI,2059,64.8
REGION1,BEWI,2060,64.8
REGION1,DEHO,2015,80.6
REGION1,DEHO,2016,80.68
REGION1,DEHO,2017,80.76
REGION1,DEHO,2018,80.85
REGION1,DEHO,2019,80.93
REGION1,DEHO,2020,81.01
REGION1,DEHO,2021,81.38
REGION1,DEHO,2022,81.75
REGION1,DEHO,2023,82.12
REGION1,DEHO,2024,82.49
REGION1,DEHO,2025,82.86
REGION1,DEHO,2026,83.43
REGION1,DEHO,2027,84.01
REGION1,DEHO,2028,84.59
REGION1,DEHO,2029,85.17
REGION1,DEHO,2030,85.75
REGION1,DEHO,2031,87.14
REGION1,DEHO,2032,88.53
REGION1,DEHO,2033,89.92
REGION1,DEHO,2034,91.31
REGION1,DEHO,2035,92.7
REGION1,DEHO,2036,93.87
REGION1,DEHO,2037,95.04
REGION1,DEHO,2038,96.21
REGION1,DEHO,2039,97.38
REGION1,DEHO,2040,98.56
REGION1,DEHO,2041,100
REGION1,DEHO,2042,101.44
REGION1,DEHO,2043,102.88
REGION1,DEHO,2044,104.32
REGION1,DEHO,2045,105.76
REGION1,DEHO,2046,106.69
REGION1,DEHO,2047,107.62
REGION1,DEHO,2048,108.55
REGION1,DEHO,2049,109.48
REGION1,DEHO,2050,110.41
REGION1,DEHO,2051,110.96
REGION1,DEHO,2052,111.51
REGION1,DEHO,2053,112.07
REGION1,DEHO,2054,112.63
REGION1,DEHO,2055,113.19
REGION1,DEHO,2056,113.76
REGION1,DEHO,2057,114.33
REGION1,DEHO,2058,114.9
REGION1,DEHO,2059,115.47
REGION1,DEHO,2060,116.05
REGION1,DESO,2015,139.41
REGION1,DESO,2016,137.15
REGION1,DESO,2017,141.84
REGION1,DESO,2018,156.45
REGION1,DESO,2019,159.78
REGION1,DESO,2020,178.19
REGION1,DESO,2021,177.62
REGION1,DESO,2022,203.54
REGION1,DESO,2023,253.66
REGION1,DESO,2024,305.31
REGION1,DESO,2025,358.62
REGION1,DESO,2026,411.94
REGION1,DESO,2027,465.26
REGION1,DESO,2028,518.57
REGION1,DESO,2029,571.89
REGION1,DESO,2030,635.87
REGION1,DESO,2031,699.85
REGION1,DESO,2032,763.83
REGION1,DESO,2033,827.81
REGION1,DESO,2034,891.79
REGION1,DESO,2035,955.77
REGION1,DESO,2036,1019.75
REGION1,DESO,2037,1083.73
REGION1,DESO,2038,1147.72
REGION1,DESO,2039,1211.7
REGION1,DESO,2040,1275.68
REGION1,DESO,2041,1339.66
REGION1,DESO,2042,1403.64
REGION1,DESO,2043,1467.62
REGION1,DESO,2044,1531.6
REGION1,DESO,2045,1595.58
REGION1,DESO,2046,1659.56
REGION1,DESO,2047,1723.54
REGION1,DESO,2048,1787.52
REGION1,DESO,2049,1851.5
REGION1,DESO,2050,1915.48
REGION1,DESO,2051,1915.48
REGION1,DESO,2052,1915.48
REGION1,DESO,2053,1915.48
REGION1,DESO,2054,1915.48
REGION1,DESO,2055,1915.48
REGION1,DESO,2056,1915.48
REGION1,DESO,2057,1915.48
REGION1,DESO,2058,1915.48
REGION1,DESO,2059,1915.48
REGION1,DESO,2060,1915.48
REGION1,DEWI,2015,853.2
REGION1,DEWI,2016,853.2
REGION1,DEWI,2017,853.2
REGION1,DEWI,2018,853.2
REGION1,DEWI,2019,853.2
REGION1,DEWI,2020,853.2
REGION1,DEWI,2021,853.2
REGION1,DEWI,2022,853.2
REGION1,DEWI,2023,853.2
REGION1,DEWI,2024,853.2
REGION1,DEWI,2025,853.2
REGION1,DEWI,2026,853.2
REGION1,DEWI,2027,853.2
REGION1,DEWI,2028,853.2
REGION1,DEWI,2029,853.2
REGION1,DEWI,2030,853.2
REGION1,DEWI,2031,853.2
REGION1,DEWI,2032,853.2
REGION1,DEWI,2033,853.2
REGION1,DEWI,2034,853.2
REGION1,DEWI,2035,853.2
REGION1,DEWI,2036,853.2
REGION1,DEWI,2037,853.2
REGION1,DEWI,2038,853.2
REGION1,DEWI,2039,853.2
REGION1,DEWI,2040,853.2
REGION1,DEWI,2041,853.2
REGION1,DEWI,2042,853.2
REGION1,DEWI,2043,853.2
REGION1,DEWI,2044,853.2
REGION1,DEWI,2045,853.2
REGION1,DEWI,2046,853.2
REGION1,DEWI,2047,853.2
REGION1,DEWI,2048,853.2
REGION1,DEWI,2049,853.2
REGION1,DEWI,2050,853.2
REGION1,DEWI,2051,853.2
REGION1,DEWI,2052,853.2
REGION1,DEWI,2053,853.2
REGION1,DEWI,2054,853.2
REGION1,DEWI,2055,853.2
REGION1,DEWI,2056,853.2
REGION1,DEWI,2057,853.2
REGION1,DEWI,2058,853.2
REGION1,DEWI,2059,853.2
REGION1,DEWI,2060,853.2
REGION1,DKHO,2015,0.08
REGION1,DKHO,2016,0.08
REGION1,DKHO,2017,0.08
REGION1,DKHO,2018,0.08
REGION1,DKHO,2019,0.08
REGION1,DKHO,2020,0.08
REGION1,DKHO,2021,0.08
REGION1,DKHO,2022,0.08
REGION1,DKHO,2023,0.08
REGION1,DKHO,2024,0.08
REGION1,DKHO,2025,0.08
REGION1,DKHO,2026,0.08
REGION1,DKHO,2027,0.08
REGION1,DKHO,2028,0.08
REGION1,DKHO,2029,0.08
REGION1,DKHO,2030,0.08
REGION1,DKHO,2031,0.08
REGION1,DKHO,2032,0.08
REGION1,DKHO,2033,0.08
REGION1,DKHO,2034,0.08
REGION1,DKHO,2035,0.08
REGION1,DKHO,2036,0.08
REGION1,DKHO,2037,0.08
REGION1,DKHO,2038,0.08
REGION1,DKHO,2039,0.08
REGION1,DKHO,2040,0.08
REGION1,DKHO,2041,0.08
REGION1,DKHO,2042,0.08
REGION1,DKHO,2043,0.08
REGION1,DKHO,2044,0.08
REGION1,DKHO,2045,0.08
REGION1,DKHO,2046,0.08
REGION1,DKHO,2047,0.08
REGION1,DKHO,2048,0.08
REGION1,DKHO,2049,0.08
REGION1,DKHO,2050,0.08
REGION1,DKHO,2051,0.08
REGION1,DKHO,2052,0.08
REGION1,DKHO,2053,0.08
REGION1,DKHO,2054,0.08
REGION1,DKHO,2055,0.08
REGION1,DKHO,2056,0.08
REGION1,DKHO,2057,0.08
REGION1,DKHO,2058,0.08
REGION1,DKHO,2059,0.08
REGION1,DKHO,2060,0.08
REGION1,DKWI,2015,626.4
REGION1,DKWI,2016,626.4
REGION1,DKWI,2017,626.4
REGION1,DKWI,2018,626.4
REGION1,DKWI,2019,626.4
REGION1,DKWI,2020,626.4
REGION1,DKWI,2021,626.4
REGION1,DKWI,2022,626.4
REGION1,DKWI,2023,626.4
REGION1,DKWI,2024,626.4
REGION1,DKWI,2025,626.4
REGION1,DKWI,2026,626.4
REGION1,DKWI,2027,626.4
REGION1,DKWI,2028,626.4
REGION1,DKWI,2029,626.4
REGION1,DKWI,2030,626.4
REGION1,DKWI,2031,626.4
REGION1,DKWI,2032,626.4
REGION1,DKWI,2033,626.4
REGION1,DKWI,2034,626.4
REGION1,DKWI,2035,626.4
REGION1,DKWI,2036,626.4
REGION1,DKWI,2037,626.4
REGION1,DKWI,2038,626.4
REGION1,DKWI,2039,626.4
REGION1,DKWI,2040,626.4
REGION1,DKWI,2041,626.4
REGION1,DKWI,2042,626.4
REGION1,DKWI,2043,626.4
REGION1,DKWI,2044,626.4
REGION1,DKWI,2045,626.4
REGION1,DKWI,2046,626.4
REGION1,DKWI,2047,626.4
REGION1,DKWI,2048,626.4
REGION1,DKWI,2049,626.4
REGION1,DKWI,2050,626.4
REGION1,DKWI,2051,626.4
REGION1,DKWI,2052,626.4
REGION1,DKWI,2053,626.4
REGION1,DKWI,2054,626.4
REGION1,DKWI,2055,626.4
REGION1,DKWI,2056,626.4
REGION1,DKWI,2057,626.4
REGION1,DKWI,2058,626.4
REGION1,DKWI,2059,626.4
REGION1,DKWI,2060,626.4
REGION1,EEHO,2015,0.13
REGION1,EEHO,2016,0.13
REGION1,EEHO,2017,0.13
REGION1,EEHO,2018,0.13
REGION1,EEHO,2019,0.13
REGION1,EEHO,2020,0.13
REGION1,EEHO,2021,0.13
REGION1,EEHO,2022,0.13
REGION1,EEHO,2023,0.13
REGION1,EEHO,2024,0.13
REGION1,EEHO,2025,0.13
REGION1,EEHO,2026,0.13
REGION1,EEHO,2027,0.13
REGION1,EEHO,2028,0.13
REGION1,EEHO,2029,0.13
REGION1,EEHO,2030,0.13
REGION1,EEHO,2031,0.16
REGION1,EEHO,2032,0.19
REGION1,EEHO,2033,0.23
REGION1,EEHO,2034,0.26
REGION1,EEHO,2035,0.29
REGION1,EEHO,2036,0.3
REGION1,EEHO,2037,0.31
REGION1,EEHO,2038,0.32
REGION1,EEHO,2039,0.33
REGION1,EEHO,2040,0.33
REGION1,EEHO,2041,0.33
REGION1,EEHO,2042,0.33
REGION1,EEHO,2043,0.33
REGION1,EEHO,2044,0.33
REGION1,EEHO,2045,0.33
REGION1,EEHO,2046,0.33
REGION1,EEHO,2047,0.32
REGION1,EEHO,2048,0.31
REGION1,EEHO,2049,0.3
REGION1,EEHO,2050,0.29
REGION1,EEHO,2051,0.29
REGION1,EEHO,2052,0.28
REGION1,EEHO,2053,0.28
REGION1,EEHO,2054,0.27
REGION1,EEHO,2055,0.26
REGION1,EEHO,2056,0.26
REGION1,EEHO,2057,0.25
REGION1,EEHO,2058,0.25
REGION1,EEHO,2059,0.24
REGION1,EEHO,2060,0.24
REGION1,EEWI,2015,230.4
REGION1,EEWI,2016,230.4
REGION1,EEWI,2017,230.4
REGION1,EEWI,2018,230.4
REGION1,EEWI,2019,230.4
REGION1,EEWI,2020,230.4
REGION1,EEWI,2021,230.4
REGION1,EEWI,2022,230.4
REGION1,EEWI,2023,230.4
REGION1,EEWI,2024,230.4
REGION1,EEWI,2025,230.4
REGION1,EEWI,2026,230.4
REGION1,EEWI,2027,230.4
REGION1,EEWI,2028,230.4
REGION1,EEWI,2029,230.4
REGION1,EEWI,2030,230.4
REGION1,EEWI,2031,230.4
REGION1,EEWI,2032,230.4
REGION1,EEWI,2033,230.4
REGION1,EEWI,2034,230.4
REGION1,EEWI,2035,230.4
REGION1,EEWI,2036,230.4
REGION1,EEWI,2037,230.4
REGION1,EEWI,2038,230.4
REGION1,EEWI,2039,230.4
REGION1,EEWI,2040,230.4
REGION1,EEWI,2041,230.4
REGION1,EEWI,2042,230.4
REGION1,EEWI,2043,230.4
REGION1,EEWI,2044,230.4
REGION1,EEWI,2045,230.4
REGION1,EEWI,2046,230.4
REGION1,EEWI,2047,230.4
REGION1,EEWI,2048,230.4
REGION1,EEWI,2049,230.4
REGION1,EEWI,2050,230.4
REGION1,EEWI,2051,230.4
REGION1,EEWI,2052,230.4
REGION1,EEWI,2053,230.4
REGION1,EEWI,2054,230.4
REGION1,EEWI,2055,230.4
REGION1,EEWI,2056,230.4
REGION1,EEWI,2057,230.4
REGION1,EEWI,2058,230.4
REGION1,EEWI,2059,230.4
REGION1,EEWI,2060,230.4
REGION1,FIHO,2015,56.52
REGION1,FIHO,2016,55.39
REGION1,FIHO,2017,54.26
REGION1,FIHO,2018,53.13
REGION1,FIHO,2019,52
REGION1,FIHO,2020,50.87
REGION1,FIHO,2021,51.31
REGION1,FIHO,2022,51.74
REGION1,FIHO,2023,52.18
REGION1,FIHO,2024,52.61
REGION1,FIHO,2025,53.05
REGION1,FIHO,2026,53.33
REGION1,FIHO,2027,53.62
REGION1,FIHO,2028,53.9
REGION1,FIHO,2029,54.19
REGION1,FIHO,2030,54.47
REGION1,FIHO,2031,54.82
REGION1,FIHO,2032,55.17
REGION1,FIHO,2033,55.53
REGION1,FIHO,2034,55.88
REGION1,FIHO,2035,56.23
REGION1,FIHO,2036,56.3
REGION1,FIHO,2037,56.36
REGION1,FIHO,2038,56.43
REGION1,FIHO,2039,56.5
REGION1,FIHO,2040,56.56
REGION1,FIHO,2041,56.56
REGION1,FIHO,2042,56.56
REGION1,FIHO,2043,56.56
REGION1,FIHO,2044,56.56
REGION1,FIHO,2045,56.56
REGION1,FIHO,2046,57.06
REGION1,FIHO,2047,57.55
REGION1,FIHO,2048,58.05
REGION1,FIHO,2049,58.54
REGION1,FIHO,2050,59.03
REGION1,FIHO,2051,59.33
REGION1,FIHO,2052,59.63
REGION1,FIHO,2053,59.92
REGION1,FIHO,2054,60.22
REGION1,FIHO,2055,60.52
REGION1,FIHO,2056,60.83
REGION1,FIHO,2057,61.13
REGION1,FIHO,2058,61.44
REGION1,FIHO,2059,61.74
REGION1,FIHO,2060,62.05
REGION1,FIWI,2015,259.2
REGION1,FIWI,2016,259.2
REGION1,FIWI,2017,259.2
REGION1,FIWI,2018,259.2
REGION1,FIWI,2019,259.2
REGION1,FIWI,2020,259.2
REGION1,FIWI,2021,259.2
REGION1,FIWI,2022,259.2
REGION1,FIWI,2023,259.2
REGION1,FIWI,2024,259.2
REGION1,FIWI,2025,259.2
REGION1,FIWI,2026,259.2
REGION1,FIWI,2027,259.2
REGION1,FIWI,2028,259.2
REGION1,FIWI,2029,259.2
REGION1,FIWI,2030,259.2
REGION1,FIWI,2031,259.2
REGION1,FIWI,2032,259.2
REGION1,FIWI,2033,259.2
REGION1,FIWI,2034,259.2
REGION1,FIWI,2035,259.2
REGION1,FIWI,2036,259.2
REGION1,FIWI,2037,259.2
REGION1,FIWI,2038,259.2
REGION1,FIWI,2039,259.2
REGION1,FIWI,2040,259.2
REGION1,FIWI,2041,259.2
REGION1,FIWI,2042,259.2
REGION1,FIWI,2043,259.2
REGION1,FIWI,2044,259.2
REGION1,FIWI,2045,259.2
REGION1,FIWI,2046,259.2
REGION1,FIWI,2047,259.2
REGION1,FIWI,2048,259.2
REGION1,FIWI,2049,259.2
REGION1,FIWI,2050,259.2
REGION1,FIWI,2051,259.2
REGION1,FIWI,2052,259.2
REGION1,FIWI,2053,259.2
REGION1,FIWI,2054,259.2
REGION1,FIWI,2055,259.2
REGION1,FIWI,2056,259.2
REGION1,FIWI,2057,259.2
REGION1,FIWI,2058,259.2
REGION1,FIWI,2059,259.2
REGION1,FIWI,2060,259.2
REGION1,FRHO,2015,229.27
REGION1,FRHO,2016,231.59
REGION1,FRHO,2017,233.91
REGION1,FRHO,2018,236.23
REGION1,FRHO,2019,238.55
REGION1,FRHO,2020,240.87
REGION1,FRHO,2021,238.87
REGION1,FRHO,2022,236.88
REGION1,FRHO,2023,234.89
REGION1,FRHO,2024,232.89
REGION1,FRHO,2025,230.9
REGION1,FRHO,2026,230.91
REGION1,FRHO,2027,230.92
REGION1,FRHO,2028,230.93
REGION1,FRHO,2029,230.94
REGION1,FRHO,2030,230.94
REGION1,FRHO,2031,231.94
REGION1,FRHO,2032,232.94
REGION1,FRHO,2033,233.93
REGION1,FRHO,2034,234.93
REGION1,FRHO,2035,235.93
REGION1,FRHO,2036,238.79
REGION1,FRHO,2037,241.65
REGION1,FRHO,2038,244.52
REGION1,FRHO,2039,247.38
REGION1,FRHO,2040,250.25
REGION1,FRHO,2041,253.18
REGION1,FRHO,2042,256.11
REGION1,FRHO,2043,259.04
REGION1,FRHO,2044,261.97
REGION1,FRHO,2045,264.9
REGION1,FRHO,2046,267.96
REGION1,FRHO,2047,271.01
REGION1,FRHO,2048,274.07
REGION1,FRHO,2049,277.12
REGION1,FRHO,2050,280.18
REGION1,FRHO,2051,282.98
REGION1,FRHO,2052,285.81
REGION1,FRHO,2053,288.67
REGION1,FRHO,2054,291.56
REGION1,FRHO,2055,294.47
REGION1,FRHO,2056,297.42
REGION1,FRHO,2057,300.39
REGION1,FRHO,2058,303.4
REGION1,FRHO,2059,306.43
REGION1,FRHO,2060,309.49
REGION1,FRSO,2015,27.91
REGION1,FRSO,2016,31.18
REGION1,FRSO,2017,34.51
REGION1,FRSO,2018,39.33
REGION1,FRSO,2019,44.39
REGION1,FRSO,2020,48.45
REGION1,FRSO,2021,56.64
REGION1,FRSO,2022,67.31
REGION1,FRSO,2023,79.63
REGION1,FRSO,2024,99.9
REGION1,FRSO,2025,120.43
REGION1,FRSO,2026,140.97
REGION1,FRSO,2027,161.5
REGION1,FRSO,2028,182.03
REGION1,FRSO,2029,202.57
REGION1,FRSO,2030,227.21
REGION1,FRSO,2031,251.85
REGION1,FRSO,2032,276.49
REGION1,FRSO,2033,301.14
REGION1,FRSO,2034,325.78
REGION1,FRSO,2035,350.42
REGION1,FRSO,2036,375.06
REGION1,FRSO,2037,399.7
REGION1,FRSO,2038,424.34
REGION1,FRSO,2039,448.99
REGION1,FRSO,2040,473.63
REGION1,FRSO,2041,498.27
REGION1,FRSO,2042,522.91
REGION1,FRSO,2043,547.55
REGION1,FRSO,2044,572.2
REGION1,FRSO,2045,596.84
REGION1,FRSO,2046,621.48
REGION1,FRSO,2047,646.12
REGION1,FRSO,2048,670.76
REGION1,FRSO,2049,695.4
REGION1,FRSO,2050,720.05
REGION1,FRSO,2051,720.05
REGION1,FRSO,2052,720.05
REGION1,FRSO,2053,720.05
REGION1,FRSO,2054,720.05
REGION1,FRSO,2055,720.05
